user_id,product_id,event_type,quantity,event_at
372,272,view,1,2025-11-10 14:45:51.455646+00:00
124,295,cart,2,2025-11-10 14:46:51.455646+00:00
185,220,view,1,2025-11-10 14:57:51.455646+00:00
87,219,view,1,2025-11-10 15:29:51.455646+00:00
186,27,view,1,2025-11-10 15:41:51.455646+00:00
187,270,view,1,2025-11-10 15:43:51.455646+00:00
466,155,view,1,2025-11-10 15:55:51.455646+00:00
47,251,view,1,2025-11-10 16:09:51.455646+00:00
177,153,cart,2,2025-11-10 16:14:51.455646+00:00
77,262,view,1,2025-11-10 17:06:51.455646+00:00
343,98,view,1,2025-11-10 17:19:51.455646+00:00
279,255,view,1,2025-11-10 17:24:51.455646+00:00
337,205,cart,1,2025-11-10 17:30:51.455646+00:00
366,198,view,1,2025-11-10 17:40:51.455646+00:00
257,253,view,1,2025-11-10 18:03:51.455646+00:00
230,48,view,1,2025-11-10 18:34:51.455646+00:00
251,135,view,1,2025-11-10 18:52:51.455646+00:00
263,276,purchase,1,2025-11-10 19:03:51.455646+00:00
93,139,view,1,2025-11-10 19:12:51.455646+00:00
441,206,view,1,2025-11-10 19:45:51.455646+00:00
316,35,view,1,2025-11-10 20:04:51.455646+00:00
235,51,view,1,2025-11-10 20:10:51.455646+00:00
426,242,view,1,2025-11-10 20:18:51.455646+00:00
50,153,view,1,2025-11-10 20:20:51.455646+00:00
112,179,cart,2,2025-11-10 20:24:51.455646+00:00
233,134,view,1,2025-11-10 20:25:51.455646+00:00
21,174,cart,1,2025-11-10 20:52:51.455646+00:00
170,163,purchase,1,2025-11-10 21:02:51.455646+00:00
104,158,view,1,2025-11-10 21:28:51.455646+00:00
481,242,view,1,2025-11-10 21:34:51.455646+00:00
282,231,cart,1,2025-11-10 21:40:51.455646+00:00
309,192,view,1,2025-11-10 22:16:51.455646+00:00
428,137,cart,2,2025-11-10 22:22:51.455646+00:00
92,185,view,1,2025-11-10 22:38:51.455646+00:00
230,102,view,1,2025-11-10 22:40:51.455646+00:00
414,57,view,1,2025-11-10 22:43:51.455646+00:00
236,231,view,1,2025-11-10 22:54:51.455646+00:00
360,222,purchase,2,2025-11-10 22:55:51.455646+00:00
460,200,cart,2,2025-11-10 23:17:51.455646+00:00
357,103,view,1,2025-11-10 23:29:51.455646+00:00
72,173,view,1,2025-11-10 23:35:51.455646+00:00
175,87,view,1,2025-11-10 23:39:51.455646+00:00
371,62,view,1,2025-11-10 23:39:51.455646+00:00
118,241,purchase,3,2025-11-10 23:44:51.455646+00:00
257,223,purchase,1,2025-11-10 23:44:51.455646+00:00
121,100,view,1,2025-11-10 23:48:51.455646+00:00
301,72,cart,1,2025-11-10 23:49:51.455646+00:00
349,60,view,1,2025-11-10 23:53:51.455646+00:00
128,58,cart,1,2025-11-11 00:24:51.455646+00:00
336,104,view,1,2025-11-11 00:26:51.455646+00:00
376,22,view,1,2025-11-11 00:31:51.455646+00:00
54,193,view,1,2025-11-11 00:32:51.455646+00:00
376,280,view,1,2025-11-11 00:40:51.455646+00:00
236,245,cart,1,2025-11-11 00:41:51.455646+00:00
393,206,view,1,2025-11-11 00:55:51.455646+00:00
110,294,view,1,2025-11-11 01:11:51.455646+00:00
287,157,view,1,2025-11-11 01:13:51.455646+00:00
328,85,view,1,2025-11-11 01:37:51.455646+00:00
191,138,view,1,2025-11-11 01:37:51.455646+00:00
273,69,view,1,2025-11-11 02:20:51.455646+00:00
298,263,view,1,2025-11-11 02:23:51.455646+00:00
67,166,view,1,2025-11-11 02:27:51.455646+00:00
118,66,purchase,2,2025-11-11 02:27:51.455646+00:00
9,110,view,1,2025-11-11 02:32:51.455646+00:00
100,253,cart,2,2025-11-11 02:36:51.455646+00:00
179,296,view,1,2025-11-11 02:38:51.455646+00:00
92,79,view,1,2025-11-11 02:53:51.455646+00:00
231,290,view,1,2025-11-11 03:07:51.455646+00:00
270,19,view,1,2025-11-11 03:15:51.455646+00:00
364,87,cart,2,2025-11-11 03:43:51.455646+00:00
215,247,cart,3,2025-11-11 04:02:51.455646+00:00
130,259,view,1,2025-11-11 04:21:51.455646+00:00
327,96,view,1,2025-11-11 04:47:51.455646+00:00
391,113,view,1,2025-11-11 04:50:51.455646+00:00
142,23,view,1,2025-11-11 04:56:51.455646+00:00
18,217,view,1,2025-11-11 04:57:51.455646+00:00
342,35,cart,2,2025-11-11 04:59:51.455646+00:00
474,280,view,1,2025-11-11 05:28:51.455646+00:00
51,191,view,1,2025-11-11 06:08:51.455646+00:00
49,193,view,1,2025-11-11 06:39:51.455646+00:00
60,136,view,1,2025-11-11 06:47:51.455646+00:00
98,78,view,1,2025-11-11 06:57:51.455646+00:00
32,24,view,1,2025-11-11 07:01:51.455646+00:00
297,222,cart,1,2025-11-11 07:07:51.455646+00:00
283,246,view,1,2025-11-11 07:07:51.455646+00:00
442,281,view,1,2025-11-11 07:13:51.455646+00:00
272,299,purchase,1,2025-11-11 07:37:51.455646+00:00
38,263,view,1,2025-11-11 07:51:51.455646+00:00
334,134,view,1,2025-11-11 07:53:51.455646+00:00
12,293,view,1,2025-11-11 07:55:51.455646+00:00
36,55,cart,3,2025-11-11 08:07:51.455646+00:00
10,201,view,1,2025-11-11 08:10:51.455646+00:00
141,126,view,1,2025-11-11 08:14:51.455646+00:00
326,269,view,1,2025-11-11 08:17:51.455646+00:00
127,29,cart,2,2025-11-11 09:00:51.455646+00:00
346,6,view,1,2025-11-11 09:05:51.455646+00:00
401,116,purchase,1,2025-11-11 09:07:51.455646+00:00
19,180,cart,3,2025-11-11 09:12:51.455646+00:00
148,22,cart,3,2025-11-11 09:17:51.455646+00:00
428,120,view,1,2025-11-11 09:44:51.455646+00:00
122,28,view,1,2025-11-11 09:45:51.455646+00:00
70,235,view,1,2025-11-11 10:00:51.455646+00:00
122,60,cart,3,2025-11-11 10:27:51.455646+00:00
323,172,purchase,3,2025-11-11 10:40:51.455646+00:00
125,260,view,1,2025-11-11 10:46:51.455646+00:00
82,145,view,1,2025-11-11 10:53:51.455646+00:00
164,157,cart,2,2025-11-11 11:16:51.455646+00:00
270,29,view,1,2025-11-11 11:19:51.455646+00:00
216,152,cart,3,2025-11-11 11:29:51.455646+00:00
316,126,view,1,2025-11-11 11:35:51.455646+00:00
216,35,view,1,2025-11-11 11:57:51.455646+00:00
379,178,view,1,2025-11-11 12:08:51.455646+00:00
277,240,cart,1,2025-11-11 12:14:51.455646+00:00
54,136,view,1,2025-11-11 12:18:51.455646+00:00
487,246,purchase,3,2025-11-11 12:45:51.455646+00:00
344,213,cart,1,2025-11-11 13:08:51.455646+00:00
401,201,view,1,2025-11-11 13:10:51.455646+00:00
342,70,cart,2,2025-11-11 13:17:51.455646+00:00
494,82,cart,1,2025-11-11 13:26:51.455646+00:00
222,299,view,1,2025-11-11 13:31:51.455646+00:00
59,18,cart,3,2025-11-11 13:35:51.455646+00:00
86,250,view,1,2025-11-11 14:02:51.455646+00:00
326,167,cart,3,2025-11-11 14:05:51.455646+00:00
426,124,cart,1,2025-11-11 14:11:51.455646+00:00
436,63,cart,2,2025-11-11 14:20:51.455646+00:00
55,261,view,1,2025-11-11 14:20:51.455646+00:00
139,108,cart,2,2025-11-11 14:20:51.455646+00:00
496,284,cart,3,2025-11-11 14:32:51.455646+00:00
204,269,view,1,2025-11-11 14:33:51.455646+00:00
196,179,cart,2,2025-11-11 14:37:51.455646+00:00
138,142,view,1,2025-11-11 14:41:51.455646+00:00
492,193,view,1,2025-11-11 14:48:51.455646+00:00
26,181,cart,1,2025-11-11 14:58:51.455646+00:00
496,100,view,1,2025-11-11 15:08:51.455646+00:00
172,300,cart,1,2025-11-11 15:26:51.455646+00:00
239,200,view,1,2025-11-11 15:38:51.455646+00:00
303,132,view,1,2025-11-11 15:38:51.455646+00:00
158,274,view,1,2025-11-11 15:49:51.455646+00:00
268,186,view,1,2025-11-11 15:56:51.455646+00:00
460,286,cart,1,2025-11-11 16:11:51.455646+00:00
431,143,cart,2,2025-11-11 16:29:51.455646+00:00
341,168,purchase,2,2025-11-11 16:34:51.455646+00:00
58,5,view,1,2025-11-11 16:59:51.455646+00:00
186,250,view,1,2025-11-11 17:04:51.455646+00:00
180,233,view,1,2025-11-11 17:30:51.455646+00:00
296,80,view,1,2025-11-11 18:01:51.455646+00:00
336,131,view,1,2025-11-11 18:07:51.455646+00:00
452,220,view,1,2025-11-11 18:07:51.455646+00:00
24,95,view,1,2025-11-11 18:18:51.455646+00:00
327,132,view,1,2025-11-11 19:18:51.455646+00:00
72,263,view,1,2025-11-11 19:23:51.455646+00:00
395,242,view,1,2025-11-11 19:28:51.455646+00:00
24,249,cart,2,2025-11-11 19:32:51.455646+00:00
178,269,view,1,2025-11-11 19:36:51.455646+00:00
213,60,cart,3,2025-11-11 19:46:51.455646+00:00
395,131,cart,3,2025-11-11 19:49:51.455646+00:00
151,282,view,1,2025-11-11 19:53:51.455646+00:00
171,157,view,1,2025-11-11 20:01:51.455646+00:00
132,243,view,1,2025-11-11 20:02:51.455646+00:00
334,300,view,1,2025-11-11 20:08:51.455646+00:00
101,178,view,1,2025-11-11 20:14:51.455646+00:00
94,135,view,1,2025-11-11 20:24:51.455646+00:00
213,137,view,1,2025-11-11 20:29:51.455646+00:00
187,226,view,1,2025-11-11 20:40:51.455646+00:00
200,179,cart,1,2025-11-11 20:47:51.455646+00:00
160,224,view,1,2025-11-11 20:49:51.455646+00:00
166,166,cart,3,2025-11-11 20:53:51.455646+00:00
346,38,view,1,2025-11-11 20:55:51.455646+00:00
266,175,view,1,2025-11-11 21:08:51.455646+00:00
117,81,view,1,2025-11-11 21:12:51.455646+00:00
184,24,cart,3,2025-11-11 21:18:51.455646+00:00
286,78,purchase,1,2025-11-11 21:28:51.455646+00:00
83,16,view,1,2025-11-11 21:46:51.455646+00:00
350,111,view,1,2025-11-11 22:08:51.455646+00:00
222,211,view,1,2025-11-11 22:12:51.455646+00:00
186,291,view,1,2025-11-11 22:16:51.455646+00:00
45,131,view,1,2025-11-11 22:22:51.455646+00:00
152,150,cart,3,2025-11-11 22:25:51.455646+00:00
37,270,view,1,2025-11-11 22:50:51.455646+00:00
46,127,view,1,2025-11-11 23:01:51.455646+00:00
100,38,view,1,2025-11-11 23:14:51.455646+00:00
175,237,view,1,2025-11-11 23:17:51.455646+00:00
393,273,view,1,2025-11-11 23:23:51.455646+00:00
276,175,view,1,2025-11-11 23:45:51.455646+00:00
276,264,view,1,2025-11-11 23:48:51.455646+00:00
56,299,view,1,2025-11-11 23:51:51.455646+00:00
461,98,view,1,2025-11-11 23:51:51.455646+00:00
3,18,view,1,2025-11-12 00:14:51.455646+00:00
476,56,view,1,2025-11-12 00:28:51.455646+00:00
487,194,view,1,2025-11-12 00:32:51.455646+00:00
48,210,view,1,2025-11-12 00:49:51.455646+00:00
171,34,view,1,2025-11-12 01:16:51.455646+00:00
329,200,view,1,2025-11-12 01:23:51.455646+00:00
493,168,view,1,2025-11-12 01:27:51.455646+00:00
47,113,view,1,2025-11-12 01:31:51.455646+00:00
434,208,view,1,2025-11-12 02:35:51.455646+00:00
393,170,view,1,2025-11-12 03:05:51.455646+00:00
398,84,view,1,2025-11-12 03:17:51.455646+00:00
294,123,view,1,2025-11-12 03:18:51.455646+00:00
21,138,view,1,2025-11-12 03:19:51.455646+00:00
206,226,view,1,2025-11-12 03:40:51.455646+00:00
51,124,view,1,2025-11-12 03:43:51.455646+00:00
271,259,view,1,2025-11-12 03:46:51.455646+00:00
144,177,view,1,2025-11-12 03:47:51.455646+00:00
401,171,view,1,2025-11-12 03:50:51.455646+00:00
271,152,purchase,3,2025-11-12 03:54:51.455646+00:00
297,154,view,1,2025-11-12 03:58:51.455646+00:00
197,20,view,1,2025-11-12 04:01:51.455646+00:00
207,42,cart,3,2025-11-12 04:02:51.455646+00:00
257,270,view,1,2025-11-12 04:59:51.455646+00:00
377,67,view,1,2025-11-12 05:02:51.455646+00:00
189,281,view,1,2025-11-12 05:06:51.455646+00:00
172,193,view,1,2025-11-12 05:13:51.455646+00:00
420,42,view,1,2025-11-12 05:35:51.455646+00:00
130,296,view,1,2025-11-12 05:47:51.455646+00:00
142,248,view,1,2025-11-12 05:52:51.455646+00:00
46,121,view,1,2025-11-12 05:55:51.455646+00:00
414,262,view,1,2025-11-12 06:04:51.455646+00:00
270,94,view,1,2025-11-12 06:04:51.455646+00:00
296,264,view,1,2025-11-12 06:26:51.455646+00:00
419,13,cart,1,2025-11-12 06:32:51.455646+00:00
287,216,view,1,2025-11-12 06:45:51.455646+00:00
414,54,view,1,2025-11-12 06:50:51.455646+00:00
451,284,view,1,2025-11-12 06:58:51.455646+00:00
372,260,view,1,2025-11-12 07:10:51.455646+00:00
375,127,purchase,1,2025-11-12 07:18:51.455646+00:00
39,175,view,1,2025-11-12 07:18:51.455646+00:00
481,154,view,1,2025-11-12 07:38:51.455646+00:00
452,193,view,1,2025-11-12 07:48:51.455646+00:00
149,296,view,1,2025-11-12 07:49:51.455646+00:00
252,81,purchase,2,2025-11-12 07:55:51.455646+00:00
428,57,view,1,2025-11-12 07:56:51.455646+00:00
424,151,view,1,2025-11-12 08:07:51.455646+00:00
41,281,view,1,2025-11-12 08:09:51.455646+00:00
285,254,view,1,2025-11-12 08:17:51.455646+00:00
97,130,view,1,2025-11-12 08:21:51.455646+00:00
280,293,view,1,2025-11-12 08:51:51.455646+00:00
75,198,view,1,2025-11-12 09:08:51.455646+00:00
300,140,view,1,2025-11-12 09:10:51.455646+00:00
56,185,view,1,2025-11-12 09:29:51.455646+00:00
178,102,view,1,2025-11-12 09:50:51.455646+00:00
35,173,view,1,2025-11-12 10:17:51.455646+00:00
342,140,view,1,2025-11-12 10:35:51.455646+00:00
337,76,cart,3,2025-11-12 10:36:51.455646+00:00
23,45,view,1,2025-11-12 10:37:51.455646+00:00
496,165,view,1,2025-11-12 10:53:51.455646+00:00
127,57,view,1,2025-11-12 11:00:51.455646+00:00
80,76,view,1,2025-11-12 11:07:51.455646+00:00
335,61,view,1,2025-11-12 11:09:51.455646+00:00
27,187,cart,2,2025-11-12 11:10:51.455646+00:00
263,299,cart,2,2025-11-12 11:16:51.455646+00:00
236,242,cart,2,2025-11-12 11:19:51.455646+00:00
374,122,view,1,2025-11-12 11:19:51.455646+00:00
242,184,view,1,2025-11-12 11:21:51.455646+00:00
255,72,view,1,2025-11-12 11:23:51.455646+00:00
210,293,view,1,2025-11-12 11:42:51.455646+00:00
421,126,cart,1,2025-11-12 11:47:51.455646+00:00
423,182,view,1,2025-11-12 11:52:51.455646+00:00
216,177,view,1,2025-11-12 11:56:51.455646+00:00
159,38,view,1,2025-11-12 12:01:51.455646+00:00
248,249,cart,2,2025-11-12 12:05:51.455646+00:00
212,91,view,1,2025-11-12 12:41:51.455646+00:00
331,107,view,1,2025-11-12 12:54:51.455646+00:00
63,294,view,1,2025-11-12 13:13:51.455646+00:00
194,239,view,1,2025-11-12 13:15:51.455646+00:00
389,270,view,1,2025-11-12 13:28:51.455646+00:00
110,237,view,1,2025-11-12 13:40:51.455646+00:00
6,24,view,1,2025-11-12 14:16:51.455646+00:00
478,179,view,1,2025-11-12 14:27:51.455646+00:00
15,83,view,1,2025-11-12 14:32:51.455646+00:00
332,131,view,1,2025-11-12 14:53:51.455646+00:00
156,236,view,1,2025-11-12 15:14:51.455646+00:00
98,68,cart,2,2025-11-12 15:25:51.455646+00:00
104,30,view,1,2025-11-12 15:28:51.455646+00:00
169,204,purchase,2,2025-11-12 15:31:51.455646+00:00
197,163,view,1,2025-11-12 15:35:51.455646+00:00
244,136,view,1,2025-11-12 15:36:51.455646+00:00
3,136,view,1,2025-11-12 15:44:51.455646+00:00
336,263,view,1,2025-11-12 15:47:51.455646+00:00
343,175,view,1,2025-11-12 16:05:51.455646+00:00
201,189,view,1,2025-11-12 16:37:51.455646+00:00
17,69,view,1,2025-11-12 16:46:51.455646+00:00
160,254,view,1,2025-11-12 16:54:51.455646+00:00
127,64,view,1,2025-11-12 17:04:51.455646+00:00
376,63,view,1,2025-11-12 17:11:51.455646+00:00
486,14,view,1,2025-11-12 17:11:51.455646+00:00
122,6,view,1,2025-11-12 17:15:51.455646+00:00
319,243,view,1,2025-11-12 17:17:51.455646+00:00
258,135,view,1,2025-11-12 17:17:51.455646+00:00
303,269,cart,1,2025-11-12 17:38:51.455646+00:00
180,57,view,1,2025-11-12 17:59:51.455646+00:00
54,150,view,1,2025-11-12 18:08:51.455646+00:00
122,127,view,1,2025-11-12 18:50:51.455646+00:00
213,149,cart,1,2025-11-12 18:55:51.455646+00:00
12,276,cart,2,2025-11-12 19:02:51.455646+00:00
151,232,view,1,2025-11-12 19:14:51.455646+00:00
51,221,view,1,2025-11-12 19:15:51.455646+00:00
296,88,purchase,3,2025-11-12 19:27:51.455646+00:00
401,115,view,1,2025-11-12 19:27:51.455646+00:00
94,54,view,1,2025-11-12 19:30:51.455646+00:00
456,275,view,1,2025-11-12 19:38:51.455646+00:00
170,224,view,1,2025-11-12 19:39:51.455646+00:00
70,134,purchase,1,2025-11-12 20:08:51.455646+00:00
336,93,cart,3,2025-11-12 20:35:51.455646+00:00
426,97,view,1,2025-11-12 20:38:51.455646+00:00
311,11,view,1,2025-11-12 20:39:51.455646+00:00
163,145,view,1,2025-11-12 20:40:51.455646+00:00
143,187,view,1,2025-11-12 20:42:51.455646+00:00
498,171,view,1,2025-11-12 21:30:51.455646+00:00
91,177,view,1,2025-11-12 21:32:51.455646+00:00
451,106,cart,3,2025-11-12 21:34:51.455646+00:00
197,217,view,1,2025-11-12 21:52:51.455646+00:00
342,152,view,1,2025-11-12 22:22:51.455646+00:00
494,100,view,1,2025-11-12 22:28:51.455646+00:00
130,229,cart,2,2025-11-12 22:30:51.455646+00:00
357,230,view,1,2025-11-12 22:32:51.455646+00:00
126,141,view,1,2025-11-12 22:39:51.455646+00:00
480,146,view,1,2025-11-12 22:47:51.455646+00:00
296,221,view,1,2025-11-12 22:54:51.455646+00:00
437,143,view,1,2025-11-12 22:54:51.455646+00:00
387,51,view,1,2025-11-12 22:55:51.455646+00:00
378,14,view,1,2025-11-12 22:57:51.455646+00:00
165,76,view,1,2025-11-12 23:02:51.455646+00:00
3,63,view,1,2025-11-12 23:02:51.455646+00:00
225,216,view,1,2025-11-12 23:12:51.455646+00:00
240,42,view,1,2025-11-12 23:12:51.455646+00:00
95,292,view,1,2025-11-12 23:20:51.455646+00:00
104,99,view,1,2025-11-12 23:37:51.455646+00:00
211,45,cart,2,2025-11-12 23:38:51.455646+00:00
265,75,view,1,2025-11-13 00:00:51.455646+00:00
153,50,view,1,2025-11-13 00:25:51.455646+00:00
95,211,cart,1,2025-11-13 00:31:51.455646+00:00
277,267,cart,3,2025-11-13 00:42:51.455646+00:00
90,269,view,1,2025-11-13 01:02:51.455646+00:00
451,126,cart,1,2025-11-13 01:03:51.455646+00:00
459,291,view,1,2025-11-13 01:07:51.455646+00:00
296,247,view,1,2025-11-13 01:39:51.455646+00:00
374,85,purchase,1,2025-11-13 01:55:51.455646+00:00
133,89,view,1,2025-11-13 02:05:51.455646+00:00
474,188,view,1,2025-11-13 02:08:51.455646+00:00
272,61,view,1,2025-11-13 02:13:51.455646+00:00
418,71,view,1,2025-11-13 02:35:51.455646+00:00
265,111,view,1,2025-11-13 02:44:51.455646+00:00
121,256,view,1,2025-11-13 03:09:51.455646+00:00
342,84,cart,1,2025-11-13 03:11:51.455646+00:00
321,79,cart,2,2025-11-13 03:18:51.455646+00:00
455,209,cart,3,2025-11-13 03:18:51.455646+00:00
249,282,view,1,2025-11-13 03:24:51.455646+00:00
318,134,cart,3,2025-11-13 03:34:51.455646+00:00
122,161,view,1,2025-11-13 03:38:51.455646+00:00
469,269,purchase,3,2025-11-13 03:41:51.455646+00:00
404,123,view,1,2025-11-13 03:51:51.455646+00:00
30,34,cart,1,2025-11-13 04:03:51.455646+00:00
125,272,cart,1,2025-11-13 04:20:51.455646+00:00
472,288,cart,2,2025-11-13 04:34:51.455646+00:00
18,208,view,1,2025-11-13 04:38:51.455646+00:00
374,43,view,1,2025-11-13 04:48:51.455646+00:00
18,232,cart,3,2025-11-13 04:53:51.455646+00:00
386,118,cart,1,2025-11-13 04:57:51.455646+00:00
19,297,view,1,2025-11-13 05:09:51.455646+00:00
440,201,view,1,2025-11-13 05:10:51.455646+00:00
23,61,view,1,2025-11-13 05:35:51.455646+00:00
364,53,purchase,2,2025-11-13 06:05:51.455646+00:00
131,12,view,1,2025-11-13 06:27:51.455646+00:00
49,227,view,1,2025-11-13 06:28:51.455646+00:00
378,201,view,1,2025-11-13 06:31:51.455646+00:00
54,221,view,1,2025-11-13 06:35:51.455646+00:00
177,199,view,1,2025-11-13 07:06:51.455646+00:00
100,72,view,1,2025-11-13 07:14:51.455646+00:00
139,275,view,1,2025-11-13 07:27:51.455646+00:00
288,23,cart,1,2025-11-13 08:16:51.455646+00:00
143,52,cart,2,2025-11-13 08:31:51.455646+00:00
118,89,view,1,2025-11-13 08:34:51.455646+00:00
27,120,cart,3,2025-11-13 08:43:51.455646+00:00
63,291,view,1,2025-11-13 08:59:51.455646+00:00
280,101,purchase,1,2025-11-13 09:01:51.455646+00:00
468,63,view,1,2025-11-13 09:05:51.455646+00:00
326,179,view,1,2025-11-13 09:10:51.455646+00:00
499,291,cart,1,2025-11-13 09:17:51.455646+00:00
319,187,cart,1,2025-11-13 09:38:51.455646+00:00
